date,cust_id,service_id,amount,hour,day_part,month
2025-03-29 14:00:00,188,4,200,14,Afternoon,3
2025-03-29 15:00:00,117,2,400,15,Afternoon,3
2025-03-29 16:00:00,139,4,300,16,Afternoon,3
2025-03-29 17:00:00,171,1,300,17,Afternoon,3
2025-03-29 18:00:00,138,2,200,18,Evening,3
2025-03-29 19:00:00,113,4,400,19,Evening,3
2025-03-29 20:00:00,131,3,500,20,Evening,3
2025-03-30 08:00:00,150,4,500,8,Morning,3
2025-03-30 09:00:00,137,2,400,9,Morning,3
2025-03-30 10:00:00,196,1,400,10,Morning,3
2025-03-30 11:00:00,122,2,400,11,Morning,3
2025-03-30 12:00:00,162,2,200,12,Afternoon,3
2025-03-30 13:00:00,114,4,300,13,Afternoon,3
2025-03-30 14:00:00,196,3,500,14,Afternoon,3
2025-03-30 15:00:00,124,2,200,15,Afternoon,3
2025-03-30 16:00:00,116,3,400,16,Afternoon,3
2025-03-30 17:00:00,196,4,400,17,Afternoon,3
2025-03-30 18:00:00,165,3,300,18,Evening,3
2025-03-30 19:00:00,177,4,400,19,Evening,3
2025-03-30 20:00:00,152,1,200,20,Evening,3
2025-03-31 08:00:00,150,3,200,8,Morning,3
2025-03-31 09:00:00,138,3,300,9,Morning,3
2025-03-31 10:00:00,150,1,200,10,Morning,3
2025-03-31 11:00:00,169,3,500,11,Morning,3
2025-03-31 12:00:00,105,1,200,12,Afternoon,3
2025-03-31 13:00:00,166,2,200,13,Afternoon,3
2025-03-31 14:00:00,106,4,200,14,Afternoon,3
2025-03-31 15:00:00,150,1,500,15,Afternoon,3
2025-03-31 16:00:00,171,3,400,16,Afternoon,3
2025-03-31 17:00:00,141,1,200,17,Afternoon,3
2025-03-31 18:00:00,163,3,300,18,Evening,3
2025-03-31 19:00:00,114,2,500,19,Evening,3
2025-03-31 20:00:00,128,1,300,20,Evening,3
2025-04-01 08:00:00,132,2,200,8,Morning,4
2025-04-01 09:00:00,193,4,300,9,Morning,4
2025-04-01 10:00:00,126,3,200,10,Morning,4
2025-04-01 11:00:00,135,3,500,11,Morning,4
2025-04-01 12:00:00,128,2,300,12,Afternoon,4
2025-04-01 13:00:00,137,4,300,13,Afternoon,4
2025-04-01 14:00:00,156,1,200,14,Afternoon,4
2025-04-01 15:00:00,196,1,200,15,Afternoon,4
2025-04-01 16:00:00,126,3,400,16,Afternoon,4
2025-04-01 17:00:00,154,2,200,17,Afternoon,4
2025-04-01 18:00:00,132,2,200,18,Evening,4
2025-04-01 19:00:00,167,1,400,19,Evening,4
2025-04-01 20:00:00,185,4,200,20,Evening,4
2025-04-02 08:00:00,165,4,200,8,Morning,4
2025-04-02 09:00:00,109,1,400,9,Morning,4
2025-04-02 10:00:00,104,1,500,10,Morning,4
2025-04-02 11:00:00,173,2,500,11,Morning,4
2025-04-02 12:00:00,196,4,200,12,Afternoon,4
2025-04-02 13:00:00,137,1,200,13,Afternoon,4
2025-04-02 14:00:00,112,1,400,14,Afternoon,4
2025-04-02 15:00:00,130,3,400,15,Afternoon,4
2025-04-02 16:00:00,146,1,500,16,Afternoon,4
2025-04-02 17:00:00,199,1,300,17,Afternoon,4
2025-04-02 18:00:00,187,4,200,18,Evening,4
2025-04-02 19:00:00,151,2,300,19,Evening,4
2025-04-02 20:00:00,155,4,300,20,Evening,4
2025-04-03 08:00:00,114,2,400,8,Morning,4
2025-04-03 09:00:00,128,3,200,9,Morning,4
2025-04-03 10:00:00,107,1,200,10,Morning,4
2025-04-03 11:00:00,104,3,400,11,Morning,4
2025-04-03 12:00:00,128,2,300,12,Afternoon,4
2025-04-03 13:00:00,146,4,400,13,Afternoon,4
2025-04-03 14:00:00,167,4,500,14,Afternoon,4
2025-04-03 15:00:00,175,3,200,15,Afternoon,4
2025-04-03 16:00:00,144,2,500,16,Afternoon,4
2025-04-03 17:00:00,101,3,400,17,Afternoon,4
2025-04-03 18:00:00,126,3,200,18,Evening,4
2025-04-03 19:00:00,194,1,500,19,Evening,4
2025-04-03 20:00:00,135,3,500,20,Evening,4
2025-04-04 08:00:00,135,1,300,8,Morning,4
2025-04-04 09:00:00,125,1,200,9,Morning,4
2025-04-04 10:00:00,142,4,500,10,Morning,4
2025-04-04 11:00:00,126,1,500,11,Morning,4
2025-04-04 12:00:00,168,1,300,12,Afternoon,4
2025-04-04 13:00:00,119,4,500,13,Afternoon,4
2025-04-04 14:00:00,110,3,500,14,Afternoon,4
2025-04-04 15:00:00,173,2,500,15,Afternoon,4
2025-04-04 16:00:00,137,2,300,16,Afternoon,4
2025-04-04 17:00:00,105,2,500,17,Afternoon,4
2025-04-04 18:00:00,171,3,500,18,Evening,4
2025-04-04 19:00:00,122,1,200,19,Evening,4
2025-04-04 20:00:00,146,2,200,20,Evening,4
2025-04-05 08:00:00,189,3,300,8,Morning,4
2025-04-05 09:00:00,145,1,400,9,Morning,4
2025-04-05 10:00:00,111,4,200,10,Morning,4
2025-04-05 11:00:00,189,2,300,11,Morning,4
2025-04-05 12:00:00,112,1,500,12,Afternoon,4
2025-04-05 13:00:00,161,2,500,13,Afternoon,4
2025-04-05 14:00:00,181,2,300,14,Afternoon,4
2025-04-05 15:00:00,188,2,500,15,Afternoon,4
2025-04-05 16:00:00,196,1,500,16,Afternoon,4
2025-04-05 17:00:00,159,3,400,17,Afternoon,4
2025-04-05 18:00:00,142,1,500,18,Evening,4
2025-04-05 19:00:00,175,2,200,19,Evening,4
2025-04-05 20:00:00,199,1,500,20,Evening,4
2025-04-06 08:00:00,167,4,300,8,Morning,4
2025-04-06 09:00:00,104,3,400,9,Morning,4
2025-04-06 10:00:00,136,1,500,10,Morning,4
2025-04-06 11:00:00,171,4,300,11,Morning,4
2025-04-06 12:00:00,191,3,200,12,Afternoon,4
2025-04-06 13:00:00,130,4,500,13,Afternoon,4
2025-04-06 14:00:00,108,3,400,14,Afternoon,4
2025-04-06 15:00:00,150,1,500,15,Afternoon,4
2025-04-06 16:00:00,128,4,300,16,Afternoon,4
2025-04-06 17:00:00,177,2,400,17,Afternoon,4
2025-04-06 18:00:00,139,4,500,18,Evening,4
2025-04-06 19:00:00,140,3,200,19,Evening,4
2025-04-06 20:00:00,185,1,400,20,Evening,4
2025-04-07 08:00:00,110,3,200,8,Morning,4
2025-04-07 09:00:00,122,4,300,9,Morning,4
2025-04-07 10:00:00,100,4,500,10,Morning,4
2025-04-07 11:00:00,145,2,200,11,Morning,4
2025-04-07 12:00:00,120,1,300,12,Afternoon,4
2025-04-07 13:00:00,189,1,500,13,Afternoon,4
2025-04-07 14:00:00,135,4,300,14,Afternoon,4
2025-04-07 15:00:00,153,1,200,15,Afternoon,4
2025-04-07 16:00:00,186,2,300,16,Afternoon,4
2025-04-07 17:00:00,156,3,400,17,Afternoon,4
2025-04-07 18:00:00,100,1,500,18,Evening,4
2025-04-07 19:00:00,162,4,300,19,Evening,4
2025-04-07 20:00:00,153,3,200,20,Evening,4
2025-04-08 08:00:00,154,3,500,8,Morning,4
2025-04-08 09:00:00,139,2,400,9,Morning,4
2025-04-08 10:00:00,114,4,500,10,Morning,4
2025-04-08 11:00:00,120,1,400,11,Morning,4
2025-04-08 12:00:00,146,4,500,12,Afternoon,4
2025-04-08 13:00:00,172,3,300,13,Afternoon,4
2025-04-08 14:00:00,152,4,300,14,Afternoon,4
2025-04-08 15:00:00,108,1,200,15,Afternoon,4
2025-04-08 16:00:00,173,1,400,16,Afternoon,4
2025-04-08 17:00:00,151,2,200,17,Afternoon,4
2025-04-08 18:00:00,156,1,300,18,Evening,4
2025-04-08 19:00:00,125,1,400,19,Evening,4
2025-04-08 20:00:00,140,4,200,20,Evening,4
2025-04-09 08:00:00,134,4,200,8,Morning,4
2025-04-09 09:00:00,162,3,200,9,Morning,4
2025-04-09 10:00:00,124,2,200,10,Morning,4
2025-04-09 11:00:00,189,4,200,11,Morning,4
2025-04-09 12:00:00,174,1,400,12,Afternoon,4
2025-04-09 13:00:00,137,3,200,13,Afternoon,4
2025-04-09 14:00:00,101,4,400,14,Afternoon,4
2025-04-09 15:00:00,106,2,200,15,Afternoon,4
2025-04-09 16:00:00,181,2,300,16,Afternoon,4
2025-04-09 17:00:00,190,3,300,17,Afternoon,4
2025-04-09 18:00:00,133,3,200,18,Evening,4
2025-04-09 19:00:00,190,3,500,19,Evening,4
2025-04-09 20:00:00,116,3,300,20,Evening,4
2025-04-10 08:00:00,142,3,400,8,Morning,4
2025-04-10 09:00:00,158,1,200,9,Morning,4
2025-04-10 10:00:00,150,1,400,10,Morning,4
2025-04-10 11:00:00,153,4,500,11,Morning,4
2025-04-10 12:00:00,123,2,200,12,Afternoon,4
2025-04-10 13:00:00,124,1,300,13,Afternoon,4
2025-04-10 14:00:00,170,1,400,14,Afternoon,4
2025-04-10 15:00:00,151,1,300,15,Afternoon,4
2025-04-10 16:00:00,169,4,300,16,Afternoon,4
2025-04-10 17:00:00,187,3,200,17,Afternoon,4
2025-04-10 18:00:00,132,4,400,18,Evening,4
2025-04-10 19:00:00,148,2,500,19,Evening,4
2025-04-10 20:00:00,128,2,300,20,Evening,4
2025-04-11 08:00:00,162,2,200,8,Morning,4
2025-04-11 09:00:00,121,2,200,9,Morning,4
2025-04-11 10:00:00,125,1,500,10,Morning,4
2025-04-11 11:00:00,127,1,200,11,Morning,4
2025-04-11 12:00:00,184,4,300,12,Afternoon,4
2025-04-11 13:00:00,148,3,200,13,Afternoon,4
2025-04-11 14:00:00,170,2,400,14,Afternoon,4
2025-04-11 15:00:00,180,4,400,15,Afternoon,4
2025-04-11 16:00:00,183,1,300,16,Afternoon,4
2025-04-11 17:00:00,148,1,400,17,Afternoon,4
2025-04-11 18:00:00,119,3,500,18,Evening,4
2025-04-11 19:00:00,185,3,200,19,Evening,4
2025-04-11 20:00:00,191,3,300,20,Evening,4
2025-04-12 08:00:00,162,4,500,8,Morning,4
2025-04-12 09:00:00,160,1,200,9,Morning,4
2025-04-12 10:00:00,148,1,500,10,Morning,4
2025-04-12 11:00:00,170,3,300,11,Morning,4
2025-04-12 12:00:00,100,2,300,12,Afternoon,4
2025-04-12 13:00:00,195,3,500,13,Afternoon,4
2025-04-12 14:00:00,112,4,200,14,Afternoon,4
2025-04-12 15:00:00,193,3,400,15,Afternoon,4
2025-04-12 16:00:00,186,3,400,16,Afternoon,4
2025-04-12 17:00:00,150,4,500,17,Afternoon,4
2025-04-12 18:00:00,155,3,300,18,Evening,4
2025-04-12 19:00:00,182,1,200,19,Evening,4
2025-04-12 20:00:00,161,2,200,20,Evening,4
2025-04-13 08:00:00,131,3,300,8,Morning,4
2025-04-13 09:00:00,129,4,400,9,Morning,4
2025-04-13 10:00:00,128,2,200,10,Morning,4
2025-04-13 11:00:00,148,4,500,11,Morning,4
2025-04-13 12:00:00,144,2,400,12,Afternoon,4
2025-04-13 13:00:00,192,2,500,13,Afternoon,4
2025-04-13 14:00:00,129,3,400,14,Afternoon,4
2025-04-13 15:00:00,115,1,300,15,Afternoon,4
2025-04-13 16:00:00,139,3,500,16,Afternoon,4
2025-04-13 17:00:00,118,4,500,17,Afternoon,4
2025-04-13 18:00:00,117,4,300,18,Evening,4
2025-04-13 19:00:00,100,2,500,19,Evening,4
2025-04-13 20:00:00,177,2,400,20,Evening,4
2025-04-14 08:00:00,146,1,200,8,Morning,4
2025-04-14 09:00:00,165,3,200,9,Morning,4
2025-04-14 10:00:00,191,4,300,10,Morning,4
2025-04-14 11:00:00,193,2,400,11,Morning,4
2025-04-14 12:00:00,137,1,500,12,Afternoon,4
2025-04-14 13:00:00,150,4,500,13,Afternoon,4
2025-04-14 14:00:00,162,2,200,14,Afternoon,4
2025-04-14 15:00:00,103,4,500,15,Afternoon,4
2025-04-14 16:00:00,100,1,200,16,Afternoon,4
2025-04-14 17:00:00,107,1,300,17,Afternoon,4
2025-04-14 18:00:00,128,4,500,18,Evening,4
2025-04-14 19:00:00,154,3,400,19,Evening,4
2025-04-14 20:00:00,102,4,500,20,Evening,4
2025-04-15 08:00:00,131,2,200,8,Morning,4
2025-04-15 09:00:00,109,3,300,9,Morning,4
2025-04-15 10:00:00,173,2,200,10,Morning,4
2025-04-15 11:00:00,182,4,500,11,Morning,4
2025-04-15 12:00:00,133,3,200,12,Afternoon,4
2025-04-15 13:00:00,196,2,200,13,Afternoon,4
2025-04-15 14:00:00,186,4,300,14,Afternoon,4
2025-04-15 15:00:00,154,4,400,15,Afternoon,4
2025-04-15 16:00:00,191,3,500,16,Afternoon,4
2025-04-15 17:00:00,131,4,300,17,Afternoon,4
2025-04-15 18:00:00,149,1,400,18,Evening,4
2025-04-15 19:00:00,106,2,200,19,Evening,4
2025-04-15 20:00:00,192,2,400,20,Evening,4
2025-04-16 08:00:00,107,4,200,8,Morning,4
2025-04-16 09:00:00,164,4,200,9,Morning,4
2025-04-16 10:00:00,156,1,300,10,Morning,4
2025-04-16 11:00:00,166,3,200,11,Morning,4
2025-04-16 12:00:00,187,4,300,12,Afternoon,4
2025-04-16 13:00:00,186,4,400,13,Afternoon,4
2025-04-16 14:00:00,158,4,400,14,Afternoon,4
2025-04-16 15:00:00,171,4,200,15,Afternoon,4
2025-04-16 16:00:00,153,2,300,16,Afternoon,4
2025-04-16 17:00:00,166,4,200,17,Afternoon,4
2025-04-16 18:00:00,150,2,300,18,Evening,4
2025-04-16 19:00:00,196,4,300,19,Evening,4
2025-04-16 20:00:00,191,3,300,20,Evening,4
2025-04-17 08:00:00,107,1,400,8,Morning,4
2025-04-17 09:00:00,133,3,300,9,Morning,4
2025-04-17 10:00:00,134,4,400,10,Morning,4
2025-04-17 11:00:00,195,4,300,11,Morning,4
2025-04-17 12:00:00,187,4,400,12,Afternoon,4
2025-04-17 13:00:00,177,3,500,13,Afternoon,4
2025-04-17 14:00:00,131,4,400,14,Afternoon,4
2025-04-17 15:00:00,145,3,400,15,Afternoon,4
2025-04-17 16:00:00,115,2,200,16,Afternoon,4
2025-04-17 17:00:00,167,1,300,17,Afternoon,4
2025-04-17 18:00:00,136,1,500,18,Evening,4
2025-04-17 19:00:00,153,3,200,19,Evening,4
2025-04-17 20:00:00,184,2,300,20,Evening,4
2025-04-18 08:00:00,113,3,500,8,Morning,4
2025-04-18 09:00:00,194,2,500,9,Morning,4
2025-04-18 10:00:00,154,4,500,10,Morning,4
2025-04-18 11:00:00,147,2,300,11,Morning,4
2025-04-18 12:00:00,181,2,500,12,Afternoon,4
2025-04-18 13:00:00,106,2,500,13,Afternoon,4
2025-04-18 14:00:00,173,1,200,14,Afternoon,4
2025-04-18 15:00:00,106,2,400,15,Afternoon,4
2025-04-18 16:00:00,132,4,300,16,Afternoon,4
2025-04-18 17:00:00,122,4,400,17,Afternoon,4
2025-04-18 18:00:00,184,4,200,18,Evening,4
2025-04-18 19:00:00,118,2,400,19,Evening,4
2025-04-18 20:00:00,118,3,500,20,Evening,4
2025-04-19 08:00:00,135,3,500,8,Morning,4
2025-04-19 09:00:00,128,4,300,9,Morning,4
2025-04-19 10:00:00,159,1,300,10,Morning,4
2025-04-19 11:00:00,181,3,300,11,Morning,4
2025-04-19 12:00:00,101,2,200,12,Afternoon,4
2025-04-19 13:00:00,100,3,300,13,Afternoon,4
2025-04-19 14:00:00,146,4,200,14,Afternoon,4
2025-04-19 15:00:00,168,1,500,15,Afternoon,4
2025-04-19 16:00:00,119,3,400,16,Afternoon,4
2025-04-19 17:00:00,110,3,500,17,Afternoon,4
2025-04-19 18:00:00,101,4,500,18,Evening,4
2025-04-19 19:00:00,166,1,500,19,Evening,4
2025-04-19 20:00:00,186,1,300,20,Evening,4
2025-04-20 08:00:00,111,4,300,8,Morning,4
2025-04-20 09:00:00,119,2,300,9,Morning,4
2025-04-20 10:00:00,104,3,400,10,Morning,4
2025-04-20 11:00:00,136,2,300,11,Morning,4
2025-04-20 12:00:00,137,3,200,12,Afternoon,4
2025-04-20 13:00:00,193,3,500,13,Afternoon,4
2025-04-20 14:00:00,108,2,400,14,Afternoon,4
2025-04-20 15:00:00,197,4,400,15,Afternoon,4
2025-04-20 16:00:00,152,4,400,16,Afternoon,4
2025-04-20 17:00:00,143,3,400,17,Afternoon,4
2025-04-20 18:00:00,198,4,400,18,Evening,4
2025-04-20 19:00:00,185,3,200,19,Evening,4
2025-04-20 20:00:00,123,4,500,20,Evening,4
2025-04-21 08:00:00,180,3,400,8,Morning,4
2025-04-21 09:00:00,173,4,500,9,Morning,4
2025-04-21 10:00:00,129,1,300,10,Morning,4
2025-04-21 11:00:00,158,2,400,11,Morning,4
2025-04-21 12:00:00,186,1,400,12,Afternoon,4
2025-04-21 13:00:00,195,2,500,13,Afternoon,4
2025-04-21 14:00:00,180,2,400,14,Afternoon,4
2025-04-21 15:00:00,180,3,400,15,Afternoon,4
2025-04-21 16:00:00,113,2,400,16,Afternoon,4
2025-04-21 17:00:00,108,1,200,17,Afternoon,4
2025-04-21 18:00:00,139,1,200,18,Evening,4
2025-04-21 19:00:00,165,4,400,19,Evening,4
2025-04-21 20:00:00,124,1,200,20,Evening,4
2025-04-22 08:00:00,172,4,300,8,Morning,4
2025-04-22 09:00:00,121,2,400,9,Morning,4
2025-04-22 10:00:00,103,1,300,10,Morning,4
2025-04-22 11:00:00,125,2,500,11,Morning,4
2025-04-22 12:00:00,157,1,300,12,Afternoon,4
2025-04-22 13:00:00,128,1,500,13,Afternoon,4
2025-04-22 14:00:00,197,4,400,14,Afternoon,4
2025-04-22 15:00:00,186,2,500,15,Afternoon,4
2025-04-22 16:00:00,136,1,500,16,Afternoon,4
2025-04-22 17:00:00,174,3,300,17,Afternoon,4
2025-04-22 18:00:00,169,2,300,18,Evening,4
2025-04-22 19:00:00,117,2,300,19,Evening,4
2025-04-22 20:00:00,184,2,400,20,Evening,4
2025-04-23 08:00:00,141,4,400,8,Morning,4
2025-04-23 09:00:00,199,3,300,9,Morning,4
2025-04-23 10:00:00,140,2,400,10,Morning,4
2025-04-23 11:00:00,137,1,400,11,Morning,4
2025-04-23 12:00:00,133,1,500,12,Afternoon,4
2025-04-23 13:00:00,116,4,500,13,Afternoon,4
2025-04-23 14:00:00,136,1,300,14,Afternoon,4
2025-04-23 15:00:00,124,2,400,15,Afternoon,4
2025-04-23 16:00:00,175,1,500,16,Afternoon,4
2025-04-23 17:00:00,186,2,200,17,Afternoon,4
2025-04-23 18:00:00,185,1,400,18,Evening,4
2025-04-23 19:00:00,184,3,200,19,Evening,4
2025-04-23 20:00:00,126,4,300,20,Evening,4
2025-04-24 08:00:00,156,4,400,8,Morning,4
2025-04-24 09:00:00,130,3,300,9,Morning,4
2025-04-24 10:00:00,105,3,300,10,Morning,4
2025-04-24 11:00:00,190,4,300,11,Morning,4
2025-04-24 12:00:00,139,3,300,12,Afternoon,4
2025-04-24 13:00:00,197,2,300,13,Afternoon,4
2025-04-24 14:00:00,111,1,400,14,Afternoon,4
2025-04-24 15:00:00,152,4,200,15,Afternoon,4
2025-04-24 16:00:00,170,3,400,16,Afternoon,4
2025-04-24 17:00:00,109,2,400,17,Afternoon,4
2025-04-24 18:00:00,144,4,400,18,Evening,4
2025-04-24 19:00:00,116,3,500,19,Evening,4
2025-04-24 20:00:00,125,4,500,20,Evening,4
2025-04-25 08:00:00,184,3,400,8,Morning,4
2025-04-25 09:00:00,191,4,200,9,Morning,4
2025-04-25 10:00:00,161,2,400,10,Morning,4
2025-04-25 11:00:00,145,2,300,11,Morning,4
2025-04-25 12:00:00,163,1,500,12,Afternoon,4
2025-04-25 13:00:00,101,4,500,13,Afternoon,4
2025-04-25 14:00:00,153,1,400,14,Afternoon,4
2025-04-25 15:00:00,164,4,400,15,Afternoon,4
2025-04-25 16:00:00,150,3,200,16,Afternoon,4
2025-04-25 17:00:00,152,3,200,17,Afternoon,4
2025-04-25 18:00:00,135,1,300,18,Evening,4
2025-04-25 19:00:00,125,4,400,19,Evening,4
2025-04-25 20:00:00,128,1,400,20,Evening,4
2025-04-26 08:00:00,120,2,400,8,Morning,4
2025-04-26 09:00:00,110,1,500,9,Morning,4
2025-04-26 10:00:00,139,1,300,10,Morning,4
2025-04-26 11:00:00,110,3,200,11,Morning,4
2025-04-26 12:00:00,135,1,500,12,Afternoon,4
2025-04-26 13:00:00,158,4,500,13,Afternoon,4
2025-04-26 14:00:00,138,3,500,14,Afternoon,4
2025-04-26 15:00:00,198,1,500,15,Afternoon,4
2025-04-26 16:00:00,153,2,300,16,Afternoon,4
2025-04-26 17:00:00,197,1,400,17,Afternoon,4
2025-04-26 18:00:00,154,1,200,18,Evening,4
2025-04-26 19:00:00,123,1,200,19,Evening,4
2025-04-26 20:00:00,121,3,500,20,Evening,4
2025-04-27 08:00:00,168,4,500,8,Morning,4
2025-04-27 09:00:00,155,2,300,9,Morning,4
2025-04-27 10:00:00,132,1,500,10,Morning,4
2025-04-27 11:00:00,135,4,200,11,Morning,4
2025-04-27 12:00:00,119,4,200,12,Afternoon,4
2025-04-27 13:00:00,182,3,400,13,Afternoon,4
2025-04-27 14:00:00,198,2,400,14,Afternoon,4
2025-04-27 15:00:00,180,3,200,15,Afternoon,4
2025-04-27 16:00:00,161,4,200,16,Afternoon,4
2025-04-27 17:00:00,197,4,300,17,Afternoon,4
2025-04-27 18:00:00,172,4,300,18,Evening,4
2025-04-27 19:00:00,125,3,200,19,Evening,4
2025-04-27 20:00:00,165,2,500,20,Evening,4
2025-04-28 08:00:00,172,1,400,8,Morning,4
2025-04-28 09:00:00,172,3,200,9,Morning,4
2025-04-28 10:00:00,139,4,500,10,Morning,4
2025-04-28 11:00:00,116,3,200,11,Morning,4
2025-04-28 12:00:00,100,4,400,12,Afternoon,4
2025-04-28 13:00:00,188,1,400,13,Afternoon,4
2025-04-28 14:00:00,160,1,300,14,Afternoon,4
2025-04-28 15:00:00,142,2,300,15,Afternoon,4
2025-04-28 16:00:00,141,4,300,16,Afternoon,4
2025-04-28 17:00:00,124,2,300,17,Afternoon,4
2025-04-28 18:00:00,138,2,400,18,Evening,4
2025-04-28 19:00:00,134,1,500,19,Evening,4
2025-04-28 20:00:00,102,3,500,20,Evening,4
2025-04-29 08:00:00,143,3,500,8,Morning,4
2025-04-29 09:00:00,150,2,200,9,Morning,4
2025-04-29 10:00:00,193,1,300,10,Morning,4
2025-04-29 11:00:00,197,4,300,11,Morning,4
2025-04-29 12:00:00,111,3,400,12,Afternoon,4
2025-04-29 13:00:00,118,2,400,13,Afternoon,4
2025-04-29 14:00:00,143,3,200,14,Afternoon,4
2025-04-29 15:00:00,158,3,200,15,Afternoon,4
2025-04-29 16:00:00,148,4,500,16,Afternoon,4
2025-04-29 17:00:00,160,1,400,17,Afternoon,4
2025-04-29 18:00:00,116,4,300,18,Evening,4
2025-04-29 19:00:00,173,1,500,19,Evening,4
2025-04-29 20:00:00,156,3,300,20,Evening,4
2025-04-30 08:00:00,154,2,500,8,Morning,4
2025-04-30 09:00:00,146,4,300,9,Morning,4
2025-04-30 10:00:00,111,1,200,10,Morning,4
2025-04-30 11:00:00,161,3,500,11,Morning,4
2025-04-30 12:00:00,179,1,300,12,Afternoon,4
2025-04-30 13:00:00,187,1,300,13,Afternoon,4
2025-04-30 14:00:00,182,1,400,14,Afternoon,4
2025-04-30 15:00:00,107,3,500,15,Afternoon,4
2025-04-30 16:00:00,194,2,300,16,Afternoon,4
2025-04-30 17:00:00,120,2,400,17,Afternoon,4
2025-04-30 18:00:00,180,2,300,18,Evening,4
2025-04-30 19:00:00,186,1,500,19,Evening,4
2025-04-30 20:00:00,179,3,200,20,Evening,4
2025-05-01 08:00:00,169,1,500,8,Morning,5
2025-05-01 09:00:00,171,2,500,9,Morning,5
2025-05-01 10:00:00,124,2,300,10,Morning,5
2025-05-01 11:00:00,181,3,300,11,Morning,5
2025-05-01 12:00:00,188,1,500,12,Afternoon,5
2025-05-01 13:00:00,111,4,400,13,Afternoon,5
2025-05-01 14:00:00,114,4,400,14,Afternoon,5
2025-05-01 15:00:00,158,2,400,15,Afternoon,5
2025-05-01 16:00:00,125,3,300,16,Afternoon,5
2025-05-01 17:00:00,125,1,300,17,Afternoon,5
2025-05-01 18:00:00,146,1,500,18,Evening,5
2025-05-01 19:00:00,131,2,200,19,Evening,5
2025-05-01 20:00:00,109,2,300,20,Evening,5
2025-05-02 08:00:00,115,1,500,8,Morning,5
2025-05-02 09:00:00,170,1,500,9,Morning,5
2025-05-02 10:00:00,116,2,200,10,Morning,5
2025-05-02 11:00:00,122,1,400,11,Morning,5
2025-05-02 12:00:00,125,4,500,12,Afternoon,5
2025-05-02 13:00:00,184,2,500,13,Afternoon,5
2025-05-02 14:00:00,185,1,500,14,Afternoon,5
2025-05-02 15:00:00,106,2,400,15,Afternoon,5
2025-05-02 16:00:00,113,3,400,16,Afternoon,5
2025-05-02 17:00:00,178,2,200,17,Afternoon,5
2025-05-02 18:00:00,106,2,300,18,Evening,5
2025-05-02 19:00:00,108,3,400,19,Evening,5
2025-05-02 20:00:00,147,4,300,20,Evening,5
2025-05-03 08:00:00,171,1,300,8,Morning,5
2025-05-03 09:00:00,158,3,400,9,Morning,5
2025-05-03 10:00:00,186,2,500,10,Morning,5
2025-05-03 11:00:00,192,1,200,11,Morning,5
2025-05-03 12:00:00,181,3,300,12,Afternoon,5
2025-05-03 13:00:00,194,1,500,13,Afternoon,5
2025-05-03 14:00:00,193,1,400,14,Afternoon,5
2025-05-03 15:00:00,138,3,300,15,Afternoon,5
2025-05-03 16:00:00,198,1,300,16,Afternoon,5
2025-05-03 17:00:00,117,4,300,17,Afternoon,5
2025-05-03 18:00:00,158,3,500,18,Evening,5
2025-05-03 19:00:00,116,4,500,19,Evening,5
2025-05-03 20:00:00,113,2,500,20,Evening,5
2025-05-04 08:00:00,130,1,300,8,Morning,5
2025-05-04 09:00:00,123,2,300,9,Morning,5
2025-05-04 10:00:00,198,2,200,10,Morning,5
2025-05-04 11:00:00,159,1,200,11,Morning,5
2025-05-04 12:00:00,144,3,500,12,Afternoon,5
2025-05-04 13:00:00,197,1,500,13,Afternoon,5
2025-05-04 14:00:00,102,2,400,14,Afternoon,5
2025-05-04 15:00:00,136,2,500,15,Afternoon,5
2025-05-04 16:00:00,142,3,200,16,Afternoon,5
2025-05-04 17:00:00,139,1,200,17,Afternoon,5
2025-05-04 18:00:00,189,2,200,18,Evening,5
2025-05-04 19:00:00,154,4,300,19,Evening,5
2025-05-04 20:00:00,186,2,300,20,Evening,5
2025-05-05 08:00:00,138,2,500,8,Morning,5
2025-05-05 09:00:00,114,3,400,9,Morning,5
2025-05-05 10:00:00,103,4,400,10,Morning,5
2025-05-05 11:00:00,192,2,400,11,Morning,5
2025-05-05 12:00:00,185,2,300,12,Afternoon,5
2025-05-05 13:00:00,124,4,200,13,Afternoon,5
2025-05-05 14:00:00,112,1,200,14,Afternoon,5
2025-05-05 15:00:00,181,1,300,15,Afternoon,5
2025-05-05 16:00:00,132,2,400,16,Afternoon,5
2025-05-05 17:00:00,115,2,400,17,Afternoon,5
2025-05-05 18:00:00,141,1,500,18,Evening,5
2025-05-05 19:00:00,165,3,500,19,Evening,5
2025-05-05 20:00:00,154,4,400,20,Evening,5
2025-05-06 08:00:00,198,4,300,8,Morning,5
2025-05-06 09:00:00,141,3,400,9,Morning,5
2025-05-06 10:00:00,133,3,500,10,Morning,5
2025-05-06 11:00:00,129,3,400,11,Morning,5
2025-05-06 12:00:00,112,3,300,12,Afternoon,5
2025-05-06 13:00:00,112,3,200,13,Afternoon,5
2025-05-06 14:00:00,117,3,300,14,Afternoon,5
2025-05-06 15:00:00,131,4,300,15,Afternoon,5
2025-05-06 16:00:00,195,3,500,16,Afternoon,5
2025-05-06 17:00:00,198,1,300,17,Afternoon,5
2025-05-06 18:00:00,138,3,300,18,Evening,5
2025-05-06 19:00:00,145,3,500,19,Evening,5
